DGE	Genes	Process~name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	 Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process	Hochberg step-up process	Benjamini and Yekutieli
up	TNFRSF11B; NCAN; COL1A1; COL3A1; COL5A2; DCN; COL1A2; HAPLN1; COL11A1; COL6A1; COL6A2; COL6A3; ELN; PDGFRA; COL5A1; BGN; FBLN1; COL8A1; LOX; FBN1; COMP; LUM; ITGA8; ADAMTS20; COL14A1; LOXL1; FOXF1; FOXF2; DMP1; MFAP5; NID2; LAMA4; DDR2; EGFLAM; CCDC80; ADAMTSL2; ITGA11; MMP2; COL15A1; MMP23B; MMP12; MMP3;	GO:0030198~extracellular matrix organization	42	230	18.2608695652174	0	0	0	0	0	0	0
down	FFAR3; NCR3; IL18RAP; LY86; ORM1; S100A8; S100A9; FOLR2; CRHBP; CD40LG; FCGR2B; CNR2; CXCR3; AIF1; NLRP6; MS4A2; FUT7; NAIP; IL27; PLD4; CD180; PROK2; TLR9; STAB1; PLA2G2D; PF4; PTGDR; ACKR1; CCL23; PF4V1; CCR5; XCL1; FPR3; CCR2; XCL2; IL2RA;	GO:0006954~inflammatory response	36	381	9.44881889763779	0	0	0	0	0	0	0
down	TNFRSF13B; LILRA1; IFNG; IL2RA; CD3D; CD3G; CXCR1; KLRC1; CXCR3; CCR5; ADGRE1; LILRB2; ADGRE3; CLEC1B; CLEC4A; TRBV24-1; TRBV6-4; TRBV19; TRBV6-6; TRBV5-1; TRBV6-1; TRBV27; TRBV5-5; TRBV3-1; TRBV2; TRBV13; TRBV28; TRBV6-2; TRBV11-1; TRBV25-1; TRBV7-2; TRBV4-1; TRBV11-3; TRBV7-6; TRBV29-1; TRBV10-1; TRBV7-7; TRBV14; TRBV15; TRBV30; TRBV10-2; TRBV4-2; TRBV20-1; TRBV7-4; TRBV12-5; TRBV6-5; TRBV12-4; TRBV5-6; TRBV23-1; TRBV5-4; TRBV9; TRBV12-3; TRBV18; TRBV7-9; TRBV11-2; TRBV10-3;	GO:0007166~cell surface receptor signaling pathway	56	268	20.8955223880597	0	0	0	0	0	0	0
down	HP; S100A8; S100A9; IL10; IRF8; CEBPE; TLR9; STAB1; SLAMF8; IGHV3-48; IGHV6-1; IGHG2; IGLC3; IGHG3; IGHV1-46; IGHV3-53; IGHV3-13; IGLC6; IGHV1-24; TRBC1; IGHV3-73; IGHV1-2; TRBC2; IGHV3-30; IGHV1-45; IGHA2; IGLC2; IGHV3-72; IGLL5; IGHV2-5; IGHD; IGHV3-49; IGHV3-74; IGHV1-18; IGHV2-70; IGHV3-7; IGHV1-58; IGHV4-34; IGHV3-15; IGHV5-51; IGHV3-66; IGHV3-64; IGHV3-23; IGHV1-69; IGHV1-69-2; IGHV4-31; IGLC7; TRDC; IGHV3-20; IGHV4-61; IGHV3-43; IGKC; IGHV4-39; IGHV4-28; IGHV2-26; IGHV4-4; IGHV3-21; IGHV3-11; IGHV4-59; IGHV1-3; IGHV3-33; IGHG4;	GO:0042742~defense response to bacterium	62	216	28.7037037037037	0	0	0	0	0	0	0
down	IGKV2D-30; TRAV19; IGKV3D-20; IGKV1-12; IGLC7; IGKV2-29; CD300LB; NCR3; TYROBP; LILRA1; NCR1; IGKV1-39; IGKV1-17; IGKV1D-16; IGKV1-5; IGKV1D-12; IGKV2D-40; IGKV3-20; IGKV3-15; IGLV1-44; IGLV1-47; IGLV1-40; IGLV2-14; IGLV2-23; IGLV2-11; IGLV2-8; IGLV3-19; IGLV3-1; IGLV3-25; IGLV3-27; IGLV6-57; TRBV12-3; TRAV8-4; IGHV1-69; IGHV1-46; IGHV3-11; IGHV3-48; IGHV3-23; IGHV3-13; IGHV3-53; IGHV3-30; IGHV3-33; IGHV3-7; IGHV2-70; IGHV2-5; IGHV4-39; IGHV4-59; IGKC; TRBC1; IGLV7-43; CD3D; IGKV1-16; IGKV1D-39; IGKV3-11; TRBV7-9; TRAV29DV5; CD1A; IGKV2-30; IGKV4-1; IGKV5-2; IGHV4-34; CD3G; IGLC6; IGLC2; IGLC3; CD8B; CD19; IGHV1-2; KLRC1; CD1B; CD1C; CD40LG; FCGR2B; ICAM3; KIR2DL1; KIR2DL3; KIR3DL1; KIR3DL2; IGLV3-21; CD300E; TREML2; LAIR2; CLEC4G; TREML4; CD300LD; LILRB2; LILRB1; CD300LF; KIR2DL4; CD300A; SIGLEC7; BTNL8; BTNL3;	GO:0050776~regulation of immune response	93	216	43.0555555555556	0	0	0	0	0	0	0
up	COL3A1; COL5A1; MFAP4; MFAP5; LTBP2;	GO:0097435~supramolecular fiber organization	5	13	38.4615384615385	0.00010334078406948	0.00746725388761569	0.277676686794702	0.281396955021203	0.266309200547059	0.277676686794702	0.0633737531417012
up	COL1A2; AQP1; TWIST1; OSR2; OSR1; PITX2; TUFT1;	GO:0042476~odontogenesis	7	33	21.2121212121212	0.00010420699512647	0.00746725388761569	0.279899988909717	0.283755647729396	0.268437219445804	0.279899988909717	0.0633737531417012
up	AFP; GDF5; GDF6; ATOH8; INHA; BMP5; LEFTY1; LEFTY2; INHBE;	GO:0060395~SMAD protein signal transduction	9	59	15.2542372881356	0.00010749263886444	0.00750519116994596	0.288617735351043	0.292702455627892	0.275626249649138	0.288617735351043	0.0636957226369735
up	FGF10; VEGFD; SAA1; MIF; NTF3; FGF7; ANGPT1; COLEC10;	GO:0050918~positive chemotaxis	8	46	17.3913043478261	0.00011521805067982	0.00765216468295499	0.309130029973962	0.313738752001155	0.289773397459752	0.309130029973962	0.0649430704936267
down	AIRE; S100A8; S100A9;	GO:0032602~chemokine production	3	3	100	0.0001200482794923	0.00377812321119169	0.194118067939052	0.20024053019316	0.187875557405452	0.19399801965956	0.030213258312194
